title,title_lower,salary,company,company_lower,rating,job_location,job_location_clean
"Software Engineer, Back End","software engineer, back end",NaN,Short Story,short story,NaN,"Remote in San Francisco, CA",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Quality Assurance Engineer,software quality assurance engineer,NaN,Onyx Business Solutions Inc,onyx business solutions inc,NaN,Remote,remote
Junior Backend Developer,junior backend developer,NaN,Actum Lab,actum lab,NaN,"Remote in Austin, TX 78701
+1 location",remote
"Software Engineer – HTML5, Streaming – REMOTE WORK 43384","software engineer – html5, streaming – remote work 43384",Estimated $108K - $137K a year,"PRIMUS Global Services, Inc","primus global services, inc",NaN,"Remote in New York, NY",remote
Junior-level Front-End Software Engineer,junior-level front-end software engineer,NaN,Leidos,leidos,3.7,"Hybrid remote in Herndon, VA 20170
+2 locations","Hybrid remote in Herndon, VA 20170
+2 locations"
Jr. Software Engineer,jr. software engineer,NaN,Parsons,parsons,3.9,"Summit Point, WV 25446","Summit Point, WV"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Software Engineer, Fullstack","software engineer, fullstack",Estimated $102K - $129K a year,Deckers Brands,deckers brands,3.4,"Remote in Flagstaff, AZ",remote
Software Engineer - Fullstack / Frontend,software engineer - fullstack / frontend,Estimated $114K - $144K a year,Eightfold AI,eightfold ai,NaN,"San Francisco Bay Area, CA","San Francisco Bay Area, CA"
Jr. Software Developer,jr. software developer,NaN,Northeast Metro 916 Intermediate School District,northeast metro 916 intermediate school district,2.4,"Little Canada, MN","Little Canada, MN"
Software Developer,software developer,NaN,UNC Charlotte,unc charlotte,4,"Charlotte, NC 28223 
(University City South area)","Charlotte, NC"
Frontend Engineer,frontend engineer,NaN,Hive,hive,NaN,"Seattle, WA
+1 location","Seattle, WA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Senior Software Engineer (Remote),senior software engineer (remote),NaN,The Hartford,the hartford,3.6,"Remote in Frisco, TX 75033
+4 locations",remote
Backend Software Engineer,backend software engineer,NaN,ByteDance,bytedance,4.2,"Mountain View, CA","Mountain View, CA"
Software Engineer,software engineer,NaN,Indiana University,indiana university,4.2,"Bloomington, IN
+2 locations","Bloomington, IN"
"Software Engineer- Birmingham, AL","software engineer- birmingham, al",Estimated $83.9K - $106K a year,PNC Financial Services Group,pnc financial services group,3.5,"Birmingham, AL 35233
+8 locations","Birmingham, AL"
Data /Software Engineers,data /software engineers,Estimated $111K - $141K a year,Ars Quanta,ars quanta,NaN,"Seattle, WA","Seattle, WA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer 1,software engineer 1,Estimated $81.3K - $103K a year,"Garmin International, Inc.","garmin international, inc.",3.7,"Boulder, CO 80301
+17 locations","Boulder, CO"
Sr. Multiplayer Software Engineer,sr. multiplayer software engineer,Estimated $119K - $150K a year,Netflix,netflix,3.9,"+1 location
Remote",remote
Associate Software Engineer,associate software engineer,NaN,Hilton,hilton,4,"Remote in Memphis, TN 38117
+3 locations",remote
Software Engineer (Backend),software engineer (backend),NaN,Cookin,cookin,NaN,"Remote in New York, NY",remote
Software Engineer (Dallas or Los Angeles),software engineer (dallas or los angeles),NaN,Causeway Capital Management,causeway capital management,NaN,"Los Angeles, CA 90025 
(Westwood area)","Los Angeles, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Sr. Developer,sr. developer,NaN,Robert Half,robert half,3.9,"Boston, MA 02210 
(South Boston area)
+1 location","Boston, MA"
Software Engineer _ Electrification (Entry Level),software engineer _ electrification (entry level),Estimated $69.8K - $88.3K a year,Vitesco Technologies Group AG,vitesco technologies group ag,3.5,"Auburn Hills, MI","Auburn Hills, MI"
Junior-Mid Full Stack Engineer,junior-mid full stack engineer,Estimated $80K - $101K a year,Joinedapp,joinedapp,NaN,"Palo Alto, CA","Palo Alto, CA"
Software Engineer - Backend,software engineer - backend,Estimated $96K - $122K a year,The Art of Education University,the art of education university,4.8,Remote,remote
Senior Frontend Software Engineer,senior frontend software engineer,NaN,Bedrock Ocean Exploration,bedrock ocean exploration,NaN,"Remote in New York, NY
+2 locations",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Full Stack Engineer-only w2
new","full stack engineer-only w2
new",NaN,Incubation Systems Private Limited,incubation systems private limited,NaN,Remote,remote
Apprentice Software Engineer I,apprentice software engineer i,Estimated $100K - $127K a year,LifeCycle Corporation,lifecycle corporation,NaN,"Annapolis Junction, MD","Annapolis Junction, MD"
"Software Engineer, Frontend","software engineer, frontend",NaN,NewsBreak,newsbreak,NaN,"Mountain View, CA
+2 locations","Mountain View, CA"
"Software Validation Engineer, Update Systems","software validation engineer, update systems",NaN,Tesla,tesla,3.4,"Palo Alto, CA
+7 locations","Palo Alto, CA"
"Associate, Software Engineer","associate, software engineer",NaN,"JPMorgan Chase Bank, N.A.","jpmorgan chase bank, n.a.",3.8,"Plano, TX 75024
+120 locations","Plano, TX"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $87.8K - $111K a year,Evavi,evavi,NaN,"Dallas, TX 75234 
(Northwest Dallas area)","Dallas, TX"
Software Engineers,software engineers,Estimated $101K - $128K a year,Data Sys IT,data sys it,NaN,"Remote in Bedford, TX
+3 locations",remote
Backend Software Engineer,backend software engineer,NaN,busybusy,busybusy,4,Remote,remote
DevOps Engineer (100% Remote - Throughout US),devops engineer (100% remote - throughout us),NaN,Moody's,moody's,3.6,"Remote in New York, NY 10007
+1 location",remote
Senior Build Engineer,senior build engineer,NaN,"An On-demand, Autonomous Ride-hailing Company","an on-demand, autonomous ride-hailing company",NaN,"Foster City, CA","Foster City, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Programmer/Engineer,software programmer/engineer,NaN,Salud Revenue Partners,salud revenue partners,4.4,Remote,remote
Entry Level Software Developers,entry level software developers,Estimated $59.7K - $75.6K a year,Keyseries,keyseries,NaN,"North Haven, CT 06473","North Haven, CT"
Sr Software Engineer,sr software engineer,NaN,Southwest Airlines,southwest airlines,4.2,"Dallas, TX 75235 
(Northwest Dallas area)","Dallas, TX"
Software Engineer,software engineer,Estimated $89.7K - $114K a year,Nuanza,nuanza,NaN,"McKinney, TX 75070
+2 locations","McKinney, TX"
Iot Security Engineer,iot security engineer,NaN,TEKsystems,teksystems,3.8,"Peoria, IL 61601","Peoria, IL"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Front-End Software Engineer,front-end software engineer,NaN,"Bainbridge, Inc.","bainbridge, inc.",4,Remote,remote
JUNIOR SOFTWARE DEVELOPER,junior software developer,Estimated $77.2K - $97.8K a year,Fundamental Interactions,fundamental interactions,NaN,"New York, NY 10001 
(Chelsea area)","New York, NY"
Front End Engineer,front end engineer,Estimated $141K - $178K a year,Terraform Labs,terraform labs,NaN,Remote,remote
Software Engineer,software engineer,NaN,January Technologies,january technologies,NaN,"Hybrid remote in San Francisco, CA
+1 location","Hybrid remote in San Francisco, CA
+1 location"
Application Developer on Z Apprentice,application developer on z apprentice,NaN,IBM,ibm,3.9,"San Jose, CA 95101 
(North Valley area)","San Jose, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Bluetooth Software Performance Engineer,bluetooth software performance engineer,NaN,Apple,apple,4.1,"Cupertino, CA
+6 locations","Cupertino, CA"
Software Engineer II,software engineer ii,Estimated $90.5K - $115K a year,Honeywell,honeywell,3.7,"Houston, TX 77042 
(Briar Forest area)
+7 locations","Houston, TX"
Software Engineer,software engineer,NaN,Popmenu,popmenu,3.7,"Remote in Atlanta, GA",remote
Full Stack Software Engineer,full stack software engineer,NaN,Green Hills Software,green hills software,4,"Santa Barbara, CA 93101 
(Oak Park area)","Santa Barbara, CA"
Software Test Engineer | 100% Remote in US (East Coast & Central) | Contract to Hire,software test engineer | 100% remote in us (east coast & central) | contract to hire,NaN,Spartan Technologies,spartan technologies,3.7,"Remote in Atlanta, GA",remote
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Full Stack Software Engineer I,full stack software engineer i,Estimated $86.5K - $109K a year,Mayflower Venues,mayflower venues,NaN,"Remote in Boston, MA",remote
Software Engineer,software engineer,Estimated $97.7K - $124K a year,CapB InfoteK,capb infotek,NaN,"Remote in New York, NY
+20 locations",remote
Developer Advocate - React,developer advocate - react,NaN,Meta,meta,4.1,Remote,remote
Core Audio Software Engineer,core audio software engineer,NaN,Apple,apple,4.1,"San Diego, CA
+1 location","San Diego, CA"
NodeJS Developer,nodejs developer,Estimated $114K - $144K a year,RD Solutions,rd solutions,3.7,"Mountain View, CA 94035","Mountain View, CA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $92.9K - $118K a year,Big Huge Games,big huge games,4.5,"Remote in Timonium, MD 21093",remote
Automation Controls Engineer,automation controls engineer,Estimated $79K - $100K a year,GPac,gpac,4.4,"Avalon, WI 53505
+4 locations","Avalon, WI"
Software Screener / Integration Engineer - Fitness,software screener / integration engineer - fitness,NaN,Apple,apple,4.1,"Cupertino, CA
+3 locations","Cupertino, CA"
Entry Level Programmer,entry level programmer,NaN,CE Showroom Inc.,ce showroom inc.,NaN,"Rocklin, CA 95765","Rocklin, CA"
Software Engineer,software engineer,NaN,Anheuser-Busch,anheuser-busch,3.7,"St. Louis, MO","St. Louis, MO"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Junior Software Engineer,junior software engineer,Estimated $73.2K - $92.6K a year,Supernova Technology,supernova technology,NaN,"Hybrid remote in Chicago, IL","Hybrid remote in Chicago, IL"
Bioinformatics Software Engineer I - Diagnostic Molecular Oncology,bioinformatics software engineer i - diagnostic molecular oncology,NaN,Memorial Sloan Kettering Cancer Center,memorial sloan kettering cancer center,4.1,"Hybrid remote in New York, NY 10017","Hybrid remote in New York, NY 10017"
Security Software Engineer,security software engineer,Estimated $98.6K - $125K a year,Tempus,tempus,NaN,"Chicago, IL","Chicago, IL"
SOFTWARE TEST ENGINEER,software test engineer,NaN,University of Washington,university of washington,4.1,"Seattle, WA 98195 
(University District area)
+1 location","Seattle, WA"
Junior Software Engineer,junior software engineer,NaN,Asurity Technologies,asurity technologies,NaN,"Hybrid remote in Knoxville, TN 37923","Hybrid remote in Knoxville, TN 37923"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer Apprentice,software engineer apprentice,Estimated $93.5K - $118K a year,Red Foundry,red foundry,NaN,"Chicago, IL","Chicago, IL"
Software Engineer,software engineer,NaN,Xactus,xactus,1.7,"Denver, CO 80216
+4 locations","Denver, CO"
Software Development Engineer I,software development engineer i,NaN,"ESRI, Inc.","esri, inc.",3.8,"Vienna, VA 22182","Vienna, VA"
Software Development Engineer,software development engineer,NaN,Risk Management Solutions,risk management solutions,3.1,"Bellevue, WA
+1 location","Bellevue, WA"
Software Engineer,software engineer,NaN,US Mobile,us mobile,3.6,"New York, NY","New York, NY"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Training Systems Vehicle Simulation Associate Software Engineer (HZW)
new","training systems vehicle simulation associate software engineer (hzw)
new",NaN,BOEING,boeing,3.9,"Hazelwood, MO 63042
+3 locations","Hazelwood, MO"
".NET Software Engineer – Salt Lake City, Utah
new",".net software engineer – salt lake city, utah
new",NaN,Noir Consulting,noir consulting,NaN,"Salt Lake City, UT
+33 locations","Salt Lake City, UT"
Assoc Software QA Engineer,assoc software qa engineer,NaN,ServiceNow,servicenow,3.7,"Remote in San Diego, CA 92121
+4 locations",remote
Jr. Software Developer,jr. software developer,NaN,Emonics,emonics,4.6,"Boston, VA 22713
+2 locations","Boston, VA"
Software Engineer,software engineer,Estimated $84.7K - $107K a year,PNC Financial Services Group,pnc financial services group,3.5,"Birmingham, AL 35233
+8 locations","Birmingham, AL"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Java Developer,java developer,Estimated $107K - $136K a year,"Professional Technology Integration, Inc.","professional technology integration, inc.",4.5,"Lansing, MI 48933
+1 location","Lansing, MI"
"Software Engineer, Docs + Wiki","software engineer, docs + wiki",NaN,Notion,notion,NaN,"San Francisco, CA 94110 
(Mission area)
+7 locations","San Francisco, CA"
Senior Frontend Developer,senior frontend developer,NaN,Motion Recruitment,motion recruitment,3.7,"Malvern, PA 19355
+3 locations","Malvern, PA"
ETL/SSIS Developer with (.Net/C#),etl/ssis developer with (.net/c#),NaN,Artech Consulting LLC,artech consulting llc,3,"Hybrid remote in Charlotte, NC 28206","Hybrid remote in Charlotte, NC 28206"
Entry Level Software Engineer,entry level software engineer,NaN,webfx.com,webfx.com,4.4,"Harrisburg, PA","Harrisburg, PA"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Engineer,software engineer,Estimated $120K - $152K a year,Mastercard,mastercard,4,"O'Fallon, MO 63368
+11 locations","O'Fallon, MO"
Associate Software Engineer,associate software engineer,NaN,Erie Insurance,erie insurance,3.9,"Erie, PA 16530
+1 location","Erie, PA"
"Senior Java Developer
new","senior java developer
new",NaN,Leidos,leidos,3.7,"Remote in Virginia
+4 locations",remote
Associate Software Engineer,associate software engineer,Estimated $70.1K - $88.8K a year,P2 Energy Solutions,p2 energy solutions,3.3,"Remote in Denver, CO 80202
+1 location",remote
Software Engineer II,software engineer ii,Estimated $85.6K - $108K a year,Risk Solutions,risk solutions,3.9,"Hybrid remote in Saint Cloud, MN
+6 locations","Hybrid remote in Saint Cloud, MN
+6 locations"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Tools Programmer,tools programmer,NaN,Epic Games,epic games,3.8,"Bellevue, WA
+2 locations","Bellevue, WA"
Game Designer Jr.,game designer jr.,NaN,Next Mission - Heroes League Game Day,next mission - heroes league game day,NaN,"Remote in Salt Lake City, UT",remote
Associate Software Engineer,associate software engineer,NaN,State of Delaware,state of delaware,3.6,"Hybrid remote in Dover, DE 19904","Hybrid remote in Dover, DE 19904"
Software Engineer -Legislative Research Commission,software engineer -legislative research commission,NaN,Commonwealth of Kentucky,commonwealth of kentucky,3.2,"Frankfort, KY 40601","Frankfort, KY"
Lead Software Engineer,lead software engineer,NaN,Disney,disney,4.1,"Bristol, CT
+5 locations","Bristol, CT"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Software Infrastructure Engineer (Starshield),software infrastructure engineer (starshield),NaN,SpaceX,spacex,3.6,"Redmond, WA 98052 
(SE Redmond area)
+7 locations","Redmond, WA"
"Junior Software/Systems Engineer, Simulations","junior software/systems engineer, simulations",NaN,"Sonalysts, Inc.","sonalysts, inc.",3.7,"Waterford, CT 06385","Waterford, CT"
Software Engineer,software engineer,Estimated $98.3K - $124K a year,9Logic Technologies,9logic technologies,NaN,"Redmond, WA
+2 locations","Redmond, WA"
Software QA Engineer,software qa engineer,NaN,PROBPM,probpm,NaN,"Frisco, TX 75036","Frisco, TX"
Staff Software Engineer,staff software engineer,Estimated $136K - $173K a year,Toyota,toyota,3.9,"Hybrid remote in Plano, TX 75024
+1 location","Hybrid remote in Plano, TX 75024
+1 location"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
Research Software Engineer (Scientist 2),research software engineer (scientist 2),NaN,Los Alamos National Laboratory,los alamos national laboratory,4,"Hybrid remote in Los Alamos, NM","Hybrid remote in Los Alamos, NM"
Senior Software Engineer,senior software engineer,Estimated $148K - $188K a year,Visa,visa,3.9,"Hybrid remote in Austin, TX
+9 locations","Hybrid remote in Austin, TX
+9 locations"
Jr Web Developer (Entry Level),jr web developer (entry level),Estimated $66.5K - $84.1K a year,Planned Systems International,planned systems international,4,"Washington, DC
+1 location","Washington, DC"
Associate Software Engineer,associate software engineer,Estimated $64.5K - $81.6K a year,Relias,relias,3.4,"Morrisville, NC 27560","Morrisville, NC"
Senior Software Engineer – Back-end,senior software engineer – back-end,NaN,Workday,workday,3.9,"Boulder, CO 80301
+25 locations","Boulder, CO"
NaN,nan,NaN,NaN,nan,NaN,NaN,NaN
"Support Software Engineer I (Madison, WI)","support software engineer i (madison, wi)",NaN,SameGoal,samegoal,NaN,"Madison, WI","Madison, WI"
